timestamps,,,,,Marker
1490134515.347,11.237,19.640,9.698,-70.273,0
1490134515.347,12.364,14.337,16.914,-64.612,0
1490134515.362,12.463,12.751,13.847,-69.186,0
1490134515.362,15.569,15.049,14.866,-68.350,0
1490134515.362,12.297,13.991,10.195,-72.999,0
1490134515.362,16.944,20.829,15.070,-70.383,0
1490134515.377,12.157,17.751,13.810,-70.660,0
1490134515.377,17.028,14.846,15.319,-70.583,0
1490134515.392,16.605,16.706,11.620,-66.336,0
1490134515.392,13.497,16.805,17.127,-68.689,0
1490134515.392,9.107,12.299,14.857,-69.841,0
1490134515.392,16.188,18.378,18.176,-64.394,0
1490134515.407,12.258,14.672,14.866,-70.508,0
1490134515.407,12.862,13.823,14.943,-70.349,0
1490134515.422,15.934,19.057,11.790,-68.799,0
1490134515.422,14.868,18.253,18.090,-69.454,0
1490134515.422,11.697,13.230,12.304,-68.958,0
1490134515.422,15.438,17.065,22.064,-66.578,0
1490134515.437,15.938,18.623,17.916,-68.070,0
1490134515.437,17.895,10.855,14.225,-66.819,0
1490134515.452,15.764,11.927,10.758,-69.616,0
1490134515.452,16.080,15.691,16.732,-73.640,0
1490134515.452,7.717,13.903,15.876,-72.330,0
1490134515.452,14.470,17.981,18.413,-69.975,0
1490134515.467,16.985,17.297,16.252,-68.156,0
1490134515.467,11.195,13.684,17.596,-69.128,0
1490134515.482,17.028,17.953,14.357,-70.501,0
1490134515.482,16.736,19.130,18.559,-69.183,0
1490134515.482,12.473,18.004,11.887,-71.116,0
1490134515.482,14.322,19.468,21.190,-67.498,0
1490134515.497,14.300,15.713,14.821,-70.041,0
1490134515.497,16.426,13.293,14.758,-70.456,0
1490134515.512,11.601,14.361,9.858,-65.357,0
1490134515.512,14.023,14.602,9.813,-69.156,0
1490134515.512,11.996,9.625,12.639,-74.022,0
1490134515.512,17.783,15.236,15.218,-66.675,0
1490134515.527,11.945,16.540,10.995,-68.089,0
1490134515.527,15.885,13.028,13.709,-71.395,0
1490134515.542,14.857,15.423,14.040,-71.176,0
1490134515.542,14.101,17.419,9.727,-64.726,0
1490134515.542,9.905,21.332,15.388,-70.815,0
1490134515.542,17.069,20.349,19.029,-70.473,0
1490134515.557,12.289,17.847,19.977,-69.192,0
1490134515.557,16.543,15.506,13.888,-70.837,0
1490134515.572,15.362,17.187,14.167,-70.510,0
1490134515.572,11.192,15.444,12.704,-68.182,0
1490134515.579,13.034,12.534,15.582,-72.173,0
1490134515.579,20.713,15.820,18.946,-69.968,0
1490134515.587,12.560,17.101,15.846,-71.602,0
1490134515.587,12.843,14.875,14.343,-70.434,0
1490134515.602,14.221,14.460,12.570,-68.199,0
1490134515.602,10.732,15.842,13.720,-63.821,0
1490134515.602,12.286,13.007,12.878,-76.963,0
1490134515.602,16.517,14.225,14.372,-67.945,0
1490134515.617,13.638,14.911,14.182,-71.284,0
1490134515.617,12.175,16.398,17.587,-69.801,0
1490134515.632,11.083,16.285,15.066,-70.243,0
1490134515.632,16.067,22.245,15.715,-68.259,0
1490134515.632,17.033,8.800,10.034,-69.859,0
1490134515.632,14.655,19.891,18.627,-71.711,0
1490134515.647,18.195,19.404,19.216,-71.481,0
1490134515.647,13.464,17.303,9.731,-71.668,0
1490134515.662,15.107,16.435,11.812,-72.217,0
1490134515.662,14.490,16.538,13.845,-70.334,0
1490134515.662,10.062,13.576,15.567,-69.888,0
1490134515.662,12.948,16.173,18.008,-68.984,0
1490134515.677,13.750,16.549,17.230,-71.101,0
1490134515.677,13.492,14.503,21.259,-69.742,0
1490134515.692,16.699,11.425,13.574,-73.665,0
1490134515.692,14.616,13.017,16.437,-72.410,0
1490134515.692,13.538,18.079,9.107,-69.390,0
1490134515.692,15.014,18.152,17.897,-66.071,0
1490134515.707,14.539,13.667,10.754,-67.922,0
1490134515.707,15.236,12.078,14.855,-70.091,0
1490134515.722,10.505,17.589,14.935,-72.279,0
1490134515.722,15.968,17.271,14.030,-69.319,0
1490134515.722,9.153,13.651,13.073,-76.791,0
1490134515.722,14.840,13.922,16.721,-65.981,0
1490134515.737,15.575,15.435,16.643,-71.109,0
1490134515.737,10.702,15.135,13.957,-72.264,0
1490134515.752,14.518,13.894,16.951,-70.437,0
1490134515.752,11.321,17.434,17.574,-72.303,0
1490134515.752,12.456,12.665,13.310,-73.422,0
1490134515.752,18.049,14.212,13.802,-67.814,0
1490134515.767,16.055,19.124,8.974,-68.726,0
1490134515.767,15.872,17.613,12.802,-77.537,0
1490134515.782,16.671,16.671,10.307,-71.776,0
1490134515.782,10.373,16.001,16.682,-70.405,0
1490134515.783,12.375,18.845,13.327,-70.753,0
1490134515.783,16.184,21.297,15.659,-69.405,0
1490134515.797,12.934,16.671,17.576,-69.097,0
1490134515.797,16.882,16.923,18.486,-68.616,0
1490134515.812,9.836,14.170,17.981,-72.745,0
1490134515.812,11.244,14.479,14.141,-70.435,0
1490134515.812,12.798,13.926,12.110,-71.909,0
1490134515.812,18.122,17.578,16.929,-66.810,0
1490134515.827,18.509,14.118,13.421,-75.587,0
1490134515.827,10.898,15.010,14.343,-72.354,0
1490134515.827,15.590,12.579,13.782,-67.668,0
1490134515.842,13.525,15.509,11.979,-71.004,0
1490134515.842,18.026,16.510,13.155,-72.051,0
1490134515.857,16.953,14.771,12.418,-71.948,0
1490134515.857,13.363,15.891,15.745,-72.176,0
1490134515.857,11.934,12.028,14.829,-73.339,0
1490134515.857,18.757,15.964,17.688,-66.030,0
1490134515.872,11.296,14.546,20.842,-71.423,0
1490134515.872,14.249,15.008,15.300,-70.707,0
1490134515.887,18.537,15.612,10.520,-70.200,0
1490134515.887,19.754,18.382,12.123,-74.504,0
1490134515.887,10.012,14.040,10.537,-75.204,0
1490134515.887,17.808,17.015,17.821,-63.388,0
1490134515.902,13.394,17.903,14.051,-68.478,0
1490134515.902,13.017,17.065,13.725,-71.376,0
1490134515.917,13.284,14.799,11.702,-69.321,0
1490134515.917,9.664,16.091,15.074,-71.172,0
1490134515.917,13.297,12.811,12.729,-75.922,0
1490134515.917,19.290,16.542,17.809,-73.272,0
1490134515.932,15.214,15.218,15.049,-77.229,0
1490134515.932,7.532,16.166,13.553,-71.056,0
1490134515.947,13.963,17.230,13.213,-69.027,0
1490134515.947,16.931,15.868,16.734,-70.740,0
1490134515.947,12.603,14.638,10.361,-71.077,0
1490134515.947,17.849,16.551,17.809,-75.711,0
1490134515.962,13.791,13.615,15.629,-70.106,0
1490134515.962,13.174,15.263,17.920,-72.459,0
1490134515.977,16.729,16.704,15.665,-69.255,0
1490134515.977,14.193,18.838,15.519,-72.277,0
1490134515.977,8.250,16.762,14.408,-70.327,0
1490134515.977,15.878,14.623,16.998,-68.889,0
1490134515.992,9.849,14.286,9.383,-75.912,0
1490134515.992,14.253,13.097,10.907,-74.744,0
1490134516.007,15.601,17.811,13.460,-67.745,0
1490134516.007,18.370,13.338,14.322,-73.059,0
1490134516.007,9.129,13.512,11.165,-74.581,0
1490134516.007,18.926,21.293,17.918,-68.681,0
1490134516.022,11.229,16.932,14.660,-70.185,0
1490134516.022,14.634,17.862,17.426,-75.701,0
1490134516.037,14.875,17.847,11.435,-74.409,0
1490134516.037,17.746,12.873,19.014,-73.805,0
1490134516.044,10.363,9.664,12.065,-75.780,0
1490134516.044,16.947,18.855,16.962,-68.818,0
1490134516.052,15.968,15.201,15.062,-71.881,0
1490134516.052,16.003,11.768,14.378,-72.790,0
1490134516.067,15.408,13.292,15.696,-70.405,0
1490134516.067,12.050,19.850,14.735,-72.709,0
1490134516.067,9.761,11.902,13.613,-72.449,0
1490134516.067,15.328,20.513,18.066,-67.298,0
1490134516.082,12.830,14.870,16.330,-70.525,0
1490134516.082,16.093,18.339,14.116,-75.114,0
1490134516.097,14.328,15.403,16.650,-68.848,0
1490134516.097,14.864,15.917,13.613,-70.583,0
1490134516.097,10.661,12.274,13.452,-73.373,0
1490134516.097,16.328,18.514,23.066,-71.370,0
1490134516.112,12.966,17.273,11.842,-72.900,0
1490134516.112,17.766,14.812,15.954,-68.795,0
1490134516.127,14.341,19.115,13.688,-75.265,0
1490134516.127,11.678,17.776,11.291,-70.922,0
1490134516.127,11.725,13.176,15.365,-73.158,0
1490134516.127,17.007,18.327,16.411,-68.410,0
1490134516.142,11.495,14.116,16.123,-72.016,0
1490134516.142,10.178,16.437,15.225,-71.337,0
1490134516.157,16.276,15.876,16.697,-67.838,0
1490134516.157,9.727,16.297,15.612,-66.950,0
1490134516.157,10.720,12.074,11.450,-72.242,0
1490134516.157,20.375,21.044,14.122,-72.090,0
1490134516.172,14.604,16.224,16.588,-69.123,0
1490134516.172,12.559,11.208,14.101,-70.574,0
1490134516.187,13.548,18.862,14.612,-72.294,0
1490134516.187,15.453,16.809,12.749,-70.542,0
1490134516.187,12.832,10.612,11.336,-75.677,0
1490134516.187,13.731,17.218,16.065,-64.395,0
1490134516.202,17.533,14.324,17.218,-72.825,0
1490134516.202,11.601,15.601,13.961,-71.081,0
1490134516.217,14.599,18.894,17.011,-76.391,0
1490134516.217,14.739,17.383,15.732,-72.907,0
1490134516.217,14.980,13.845,14.206,-72.883,0
1490134516.217,18.094,18.993,18.860,-70.907,0
1490134516.232,14.223,16.962,14.851,-69.241,0
1490134516.232,18.776,15.646,11.968,-70.781,0
1490134516.247,14.819,15.827,13.477,-70.002,0
1490134516.247,13.305,12.858,13.778,-69.499,0
1490134516.247,12.661,15.754,11.395,-72.778,0
1490134516.247,18.340,15.006,17.030,-67.530,0
1490134516.262,9.597,13.753,12.545,-70.076,0
1490134516.262,13.350,16.871,12.824,-68.938,0
1490134516.277,14.616,15.921,10.274,-72.292,0
1490134516.277,12.933,15.681,13.350,-77.865,0
1490134516.277,12.701,14.754,10.279,-79.043,0
1490134516.277,15.455,15.567,16.616,-68.509,0
1490134516.292,15.999,15.595,13.183,-71.191,0
1490134516.292,13.426,17.351,16.360,-69.581,0
1490134516.307,10.311,14.251,15.979,-70.048,0
1490134516.307,11.435,13.667,15.605,-69.710,0
1490134516.307,8.271,15.263,16.396,-75.454,0
1490134516.307,15.831,18.993,22.131,-70.355,0
1490134516.322,16.514,16.368,16.341,-68.988,0
1490134516.322,13.353,11.906,11.850,-71.041,0
1490134516.337,15.031,16.063,17.073,-72.279,0
1490134516.337,15.291,10.707,11.571,-75.170,0
1490134516.337,11.996,12.729,15.175,-71.799,0
1490134516.337,15.349,17.405,16.901,-72.199,0
1490134516.352,12.473,19.266,14.103,-72.853,0
1490134516.352,11.500,18.342,15.257,-73.545,0
1490134516.367,16.154,15.878,13.892,-70.080,0
1490134516.367,13.447,16.695,11.592,-73.824,0
1490134516.367,11.846,13.946,10.754,-73.605,0
1490134516.367,14.552,18.092,16.011,-68.603,0
1490134516.382,13.722,18.453,16.873,-73.147,0
1490134516.382,15.040,15.906,16.942,-69.532,0
1490134516.397,12.445,18.772,15.117,-73.837,0
1490134516.397,18.374,17.471,15.134,-73.468,0
1490134516.397,13.673,10.803,11.667,-72.588,0
1490134516.397,19.401,16.841,19.911,-69.953,0
1490134516.412,13.866,15.079,13.228,-71.976,0
1490134516.412,16.960,14.440,9.813,-70.366,0
1490134516.427,15.622,16.001,13.724,-72.173,0
1490134516.427,14.806,15.298,15.352,-71.314,0
1490134516.427,10.045,11.936,8.422,-73.554,0
1490134516.427,16.222,17.129,20.650,-72.001,0
1490134516.442,16.833,17.172,16.689,-73.160,0
1490134516.442,14.189,14.026,12.628,-74.091,0
1490134516.457,13.954,18.857,12.828,-71.210,0
1490134516.457,15.317,21.544,15.350,-69.072,0
1490134516.457,13.851,10.238,10.507,-73.541,0
1490134516.457,15.797,18.266,20.218,-69.803,0
1490134516.472,16.727,13.658,13.030,-72.317,0
1490134516.472,11.891,16.962,11.414,-75.230,0
1490134516.487,15.046,15.526,16.528,-71.196,0
1490134516.487,13.093,14.415,14.659,-72.289,0
1490134516.487,9.241,12.878,13.533,-76.436,0
1490134516.487,20.175,19.122,21.288,-72.197,0
1490134516.502,17.037,21.215,14.791,-66.817,0
1490134516.502,11.771,18.103,13.737,-69.618,0
1490134516.517,11.730,14.842,15.638,-72.636,0
1490134516.517,13.793,15.506,20.502,-69.478,0
1490134516.517,13.209,12.375,14.062,-76.789,0
1490134516.517,15.680,16.618,13.247,-70.744,0
1490134516.532,11.928,15.369,13.813,-73.332,0
1490134516.532,9.210,13.058,15.150,-73.474,0
1490134516.547,13.157,15.764,13.348,-68.947,0
1490134516.547,17.063,19.659,13.825,-73.801,0
1490134516.547,11.644,15.926,13.006,-78.686,0
1490134516.547,18.004,22.982,15.554,-72.199,0
1490134516.562,15.371,11.568,13.022,-74.970,0
1490134516.562,11.814,14.501,17.770,-70.765,0
1490134516.577,15.717,18.868,14.853,-70.966,0
1490134516.577,15.302,14.619,12.968,-73.779,0
1490134516.577,9.172,11.381,11.805,-70.912,0
1490134516.577,16.250,20.010,20.551,-71.406,0
1490134516.592,13.976,16.061,13.408,-73.497,0
1490134516.592,17.497,12.602,13.514,-72.530,0
1490134516.607,16.730,15.906,15.393,-71.009,0
1490134516.607,13.009,13.759,17.905,-71.720,0
1490134516.607,10.986,12.465,15.672,-75.602,0
1490134516.607,19.257,17.030,14.109,-70.974,0
1490134516.628,12.005,15.014,13.043,-69.772,0
1490134516.628,12.172,16.471,16.029,-72.356,0
1490134516.637,10.216,19.588,18.039,-72.389,0
1490134516.637,14.406,14.950,15.436,-71.696,0
1490134516.637,12.966,17.114,11.180,-76.703,0
1490134516.637,15.683,20.209,14.881,-69.166,0
1490134516.652,12.729,14.954,9.436,-75.408,0
1490134516.652,13.082,17.132,15.949,-68.764,0
1490134516.667,13.394,20.018,11.038,-71.142,0
1490134516.667,16.269,12.923,14.309,-68.223,0
1490134516.667,13.703,17.032,11.639,-70.778,0
1490134516.667,21.136,12.398,18.806,-73.242,0
1490134516.682,13.903,14.000,18.406,-75.179,0
1490134516.682,11.341,12.807,15.410,-70.989,0
1490134516.697,16.586,17.761,13.342,-72.002,0
1490134516.697,15.390,16.040,15.603,-65.953,0
1490134516.697,12.835,12.921,9.772,-75.037,0
1490134516.697,17.362,15.212,17.164,-68.659,0
1490134516.712,12.598,19.679,15.463,-75.264,0
1490134516.712,19.201,18.793,13.757,-72.872,0
1490134516.727,14.608,15.984,16.669,-69.456,0
1490134516.727,16.472,17.273,13.987,-70.832,0
1490134516.727,11.831,12.336,9.791,-73.487,0
1490134516.727,13.120,18.183,18.956,-69.035,0
1490134516.742,9.750,15.300,13.237,-76.810,0
1490134516.742,12.575,19.277,13.258,-73.405,0
1490134516.757,14.002,15.407,12.775,-71.593,0
1490134516.757,16.169,12.972,16.521,-74.656,0
1490134516.757,11.143,13.322,9.875,-75.512,0
1490134516.757,16.773,13.828,20.364,-68.292,0
1490134516.772,14.522,15.311,16.579,-71.153,0
1490134516.772,12.633,12.244,12.013,-73.801,0
1490134516.787,12.461,15.100,16.132,-68.777,0
1490134516.787,12.508,15.966,11.244,-68.270,0
1490134516.787,12.723,12.308,10.309,-72.709,0
1490134516.787,16.390,17.957,18.367,-70.976,0
1490134516.802,10.230,17.194,15.696,-74.155,0
1490134516.802,15.210,17.693,14.855,-73.700,0
1490134516.817,13.550,14.432,13.471,-68.818,0
1490134516.817,15.220,20.384,13.675,-70.276,0
1490134516.817,9.714,12.998,13.006,-74.929,0
1490134516.817,14.597,21.056,20.970,-67.410,0
1490134516.832,12.080,13.116,13.598,-73.592,0
1490134516.832,14.771,17.650,14.210,-73.786,0
1490134516.832,15.302,17.450,14.006,-72.539,0
1490134516.847,13.634,14.129,10.715,-68.016,0
1490134516.847,12.280,14.636,13.675,-74.531,0
1490134516.862,15.764,19.133,11.214,-72.902,0
1490134516.862,12.686,13.763,19.231,-72.992,0
1490134516.862,10.924,11.070,12.218,-75.097,0
1490134516.862,19.984,18.926,21.259,-70.230,0
1490134516.877,12.938,22.260,14.311,-70.308,0
1490134516.877,14.735,17.645,13.462,-71.688,0
1490134516.892,17.299,16.254,16.224,-75.402,0
1490134516.892,11.633,15.341,14.021,-74.349,0
1490134516.892,13.441,13.565,11.826,-75.202,0
1490134516.892,15.212,15.867,15.930,-68.270,0
1490134516.907,14.973,10.234,13.757,-72.477,0
1490134516.907,15.079,14.084,17.050,-72.030,0
1490134516.922,14.182,15.504,16.134,-74.301,0
1490134516.922,16.158,17.252,12.289,-73.053,0
1490134516.922,7.287,11.194,12.807,-76.307,0
1490134516.922,14.242,22.972,15.637,-67.404,0
1490134516.937,19.767,15.182,14.915,-72.023,0
1490134516.937,9.748,13.626,13.149,-72.547,0
1490134516.952,13.348,15.046,14.980,-71.524,0
1490134516.952,15.739,17.856,14.337,-66.753,0
1490134516.952,11.424,11.281,11.038,-70.037,0
1490134516.952,14.159,15.741,14.346,-70.452,0
1490134516.967,13.815,15.296,16.906,-74.570,0
1490134516.967,14.483,17.243,15.306,-75.654,0
1490134516.982,14.303,17.922,17.140,-74.239,0
1490134516.982,17.316,15.547,19.210,-70.837,0
1490134516.982,15.816,12.020,13.469,-75.157,0
1490134516.982,18.193,19.109,14.182,-74.295,0
1490134516.997,13.320,16.413,13.733,-74.132,0
1490134516.997,15.105,16.414,12.895,-76.313,0
1490134517.012,15.582,18.791,16.368,-70.981,0
1490134517.012,12.377,15.272,13.690,-71.718,0
1490134517.012,10.661,13.712,13.864,-73.970,0
1490134517.012,17.245,21.265,19.965,-72.049,0
1490134517.027,14.948,16.762,19.674,-70.394,0
1490134517.027,14.223,18.327,13.623,-73.124,0
1490134517.042,15.605,13.394,15.292,-68.657,0
1490134517.042,10.462,15.756,15.822,-71.948,0
1490134517.042,9.782,14.152,10.683,-75.662,0
1490134517.042,21.463,20.545,16.212,-71.879,0
1490134517.063,11.261,16.293,15.999,-72.545,0
1490134517.063,12.983,11.233,14.047,-68.496,0
1490134517.072,15.569,15.592,14.535,-71.440,0
1490134517.072,13.710,12.069,13.436,-72.614,0
1490134517.072,12.402,13.507,12.486,-73.781,0
1490134517.072,19.023,16.482,19.511,-69.747,0
1490134517.087,15.444,14.414,18.363,-72.365,0
1490134517.087,15.085,14.021,19.588,-74.766,0
1490134517.102,10.773,14.479,15.134,-67.225,0
1490134517.102,14.664,15.438,13.260,-71.829,0
1490134517.102,10.449,13.815,10.601,-74.727,0
1490134517.102,15.051,17.692,16.377,-69.878,0
1490134517.117,16.355,13.050,13.284,-73.472,0
1490134517.117,11.889,14.399,14.573,-71.279,0
1490134517.132,16.454,18.096,9.965,-73.433,0
1490134517.132,16.658,14.266,11.235,-67.537,0
1490134517.132,10.633,13.454,13.731,-73.622,0
1490134517.132,17.553,17.720,13.140,-69.929,0
1490134517.147,16.300,12.738,15.603,-74.435,0
1490134517.147,16.068,15.414,17.220,-72.145,0
1490134517.162,14.958,19.197,17.765,-73.214,0
1490134517.162,16.583,16.717,17.046,-70.733,0
1490134517.162,10.049,12.439,11.762,-75.856,0
1490134517.162,13.690,19.707,19.289,-68.206,0
1490134517.177,13.443,15.317,12.680,-74.538,0
1490134517.177,12.142,15.857,14.227,-73.684,0
1490134517.192,14.204,10.599,12.880,-71.019,0
1490134517.192,16.671,18.720,16.356,-71.225,0
1490134517.192,10.978,14.453,13.092,-70.965,0
1490134517.192,15.521,20.910,16.025,-72.932,0
1490134517.207,15.270,13.194,11.425,-73.354,0
1490134517.207,11.048,16.136,11.287,-72.881,0
1490134517.222,15.530,15.702,18.084,-70.000,0
1490134517.222,15.562,15.466,10.010,-74.480,0
1490134517.222,12.962,17.282,11.938,-75.935,0
1490134517.222,14.270,14.346,17.998,-72.002,0
1490134517.237,14.135,17.729,17.950,-70.804,0
1490134517.237,15.704,16.715,17.340,-72.969,0
1490134517.252,13.920,19.515,15.545,-73.317,0
1490134517.252,13.815,19.234,8.873,-72.141,0
1490134517.252,13.718,9.395,11.893,-76.827,0
1490134517.252,17.149,19.416,16.364,-68.953,0
1490134517.267,13.110,13.514,13.409,-74.835,0
1490134517.267,17.462,15.880,13.980,-69.987,0
1490134517.282,13.729,17.669,11.104,-67.397,0
1490134517.282,14.561,14.127,13.017,-71.634,0
1490134517.282,11.001,15.401,12.127,-73.063,0
1490134517.282,19.941,19.827,20.457,-72.874,0
1490134517.297,15.061,16.659,16.848,-72.707,0
1490134517.297,12.488,16.009,14.040,-76.118,0
1490134517.312,13.103,15.433,15.941,-73.237,0
1490134517.312,11.442,12.545,12.860,-70.983,0
1490134517.312,13.254,13.045,11.506,-72.745,0
1490134517.312,16.588,16.839,16.646,-71.703,0
1490134517.327,14.034,17.791,14.926,-72.141,0
1490134517.327,14.795,14.111,14.571,-68.680,0
1490134517.342,13.254,14.184,16.618,-73.160,0
1490134517.342,15.332,16.605,17.409,-69.721,0
1490134517.342,13.174,14.698,12.450,-76.165,0
1490134517.342,20.289,18.167,16.600,-69.629,0
1490134517.363,18.030,18.714,17.331,-72.210,0
1490134517.363,12.383,16.205,13.056,-75.067,0
1490134517.372,8.164,19.438,16.259,-75.116,0
1490134517.372,14.434,16.757,16.901,-70.218,0
1490134517.372,11.801,11.083,12.753,-74.587,0
1490134517.372,19.361,19.896,18.623,-68.436,0
1490134517.387,13.411,18.288,12.617,-71.159,0
1490134517.387,12.125,18.585,13.561,-73.684,0
1490134517.402,15.623,15.855,17.370,-70.678,0
1490134517.402,16.545,12.138,13.649,-68.537,0
1490134517.402,12.813,12.308,13.144,-74.028,0
1490134517.402,18.032,16.173,15.988,-69.916,0
1490134517.417,12.381,19.324,17.957,-71.853,0
1490134517.417,11.562,17.129,17.056,-74.003,0
1490134517.432,13.830,20.306,12.871,-71.462,0
1490134517.432,13.978,11.506,13.292,-73.971,0
1490134517.432,11.038,9.920,12.704,-75.838,0
1490134517.432,19.376,20.682,14.427,-66.793,0
1490134517.447,17.346,13.138,16.579,-69.179,0
1490134517.447,15.981,13.750,13.206,-68.003,0
1490134517.462,10.060,17.132,12.203,-72.251,0
1490134517.462,12.860,18.009,16.072,-76.444,0
1490134517.462,10.455,11.498,13.507,-74.882,0
1490134517.462,19.133,17.099,15.132,-68.908,0
